Spielzeit;DrehRichtung;Zahl;Geschwindigkeit;gr. Serie;kl. Serie;Orphelins;Im-/Pair;Kolonne;Manque / Passe
05.03.18 01:08;R;12;17;WAHR;FALSCH;FALSCH;2;3;1
05.03.18 01:09;L;22;17;WAHR;FALSCH;FALSCH;2;1;2
05.03.18 01:11;R;33;16;FALSCH;WAHR;FALSCH;1;3;2
05.03.18 01:13;L;14;17;FALSCH;FALSCH;WAHR;2;2;1
05.03.18 01:15;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
05.03.18 01:16;L;5;16;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 01:17;R;16;15;FALSCH;WAHR;FALSCH;2;1;1
05.03.18 01:19;L;22;16;WAHR;FALSCH;FALSCH;2;1;2
05.03.18 01:20;R;15;15;WAHR;FALSCH;FALSCH;1;3;1
05.03.18 01:22;L;23;15;FALSCH;WAHR;FALSCH;1;2;2
05.03.18 01:23;R;19;14;WAHR;FALSCH;FALSCH;1;1;2
05.03.18 01:24;L;30;16;FALSCH;WAHR;FALSCH;2;3;2
05.03.18 01:25;R;5;15;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 01:26;L;30;15;FALSCH;WAHR;FALSCH;2;3;2
05.03.18 01:28;R;36;14;FALSCH;WAHR;FALSCH;2;3;2
05.03.18 01:30;L;9;15;FALSCH;FALSCH;WAHR;1;3;1
05.03.18 01:31;R;20;17;FALSCH;FALSCH;WAHR;2;2;2
05.03.18 01:32;L;17;17;FALSCH;FALSCH;WAHR;1;2;1
05.03.18 01:34;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
05.03.18 01:35;L;30;17;FALSCH;WAHR;FALSCH;2;3;2
05.03.18 01:36;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
05.03.18 01:38;L;23;17;FALSCH;WAHR;FALSCH;1;2;2
05.03.18 01:40;R;6;17;FALSCH;FALSCH;WAHR;2;3;1
05.03.18 01:41;L;12;17;WAHR;FALSCH;FALSCH;2;3;1
05.03.18 01:43;R;17;16;FALSCH;FALSCH;WAHR;1;2;1
05.03.18 01:44;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
05.03.18 01:46;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
05.03.18 01:47;L;11;18;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 01:48;R;8;17;FALSCH;WAHR;FALSCH;2;2;1
05.03.18 01:50;L;25;18;WAHR;FALSCH;FALSCH;1;1;2
05.03.18 01:51;R;17;17;FALSCH;FALSCH;WAHR;1;2;1
05.03.18 01:53;L;11;18;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 01:54;R;5;17;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 01:58;L;34;17;FALSCH;FALSCH;WAHR;2;1;2
05.03.18 02:01;R;11;17;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 02:02;L;1;17;FALSCH;FALSCH;WAHR;1;1;1
05.03.18 02:04;R;9;18;FALSCH;FALSCH;WAHR;1;3;1
05.03.18 02:07;L;2;17;WAHR;FALSCH;FALSCH;2;2;1
05.03.18 02:09;R;20;16;FALSCH;FALSCH;WAHR;2;2;2
05.03.18 02:10;L;9;18;FALSCH;FALSCH;WAHR;1;3;1
05.03.18 02:12;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
05.03.18 02:16;L;9;18;FALSCH;FALSCH;WAHR;1;3;1
05.03.18 02:18;R;30;17;FALSCH;WAHR;FALSCH;2;3;2
05.03.18 02:19;L;11;18;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 02:21;R;5;16;FALSCH;WAHR;FALSCH;1;2;1
05.03.18 02:24;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
05.03.18 02:27;R;30;16;FALSCH;WAHR;FALSCH;2;3;2
